SHULER	3278	0
FLEMING	3544	1
BLACK	3956	1
BLACKBURN	1724	1
SCALISE	3258	2
DOUGLAS LAMBORN	3095	2
ALEXANDER	1690	2
ALEXANDER	1691	2
RYAN	999	2
CHARLES BOUSTANY	2300	2
RYAN	2135	2
ROBERT LATTA	3103	2
HEATHER WILSON	551	3
WILSON	1674	3
WILSON	3353	3
WILSON	4459	3
PAUL	396	4
PAUL	4304	4
GRAVES	3571	4
GRAVES	1325	4
HARRIS	1907	5
HARRIS	4135	5
AMASH	3923	6
AYOTTE	3927	6
AMODEI	3924	6
JAMES JEFFORDS	1383	6
BOREN	2297	6
PORTER	2100	6
TAUSCHER	507	6
GARAMENDI	3556	6
FEINSTEIN	167	6
MARCIA FUDGE	3553	6
FRANKEN	3550	6
ISSA	1943	6
SALI	3252	6
HERRERA BEUTLER	4146	6
HECK	4141	6
HAYWORTH	4140	6
HELLER	4143	6
DAVID MCINTOSH	344	6
MCINTYRE	345	6
MCKEON	346	6
MCKINNEY	347	6
SPECTER	3853	6
JOHN MCHUGH	342	6
CARNEY	3998	6
JAY INSLEE	810	6
SEAN DUFFY	4065	6
MICHAEL MCNULTY	348	6
MEEHAN	349	6
CANSECO	3990	6
COHEN	2912	6
COOPER	1792	6
HILDA SOLIS	2175	6
COX	1796	6
LIEBERMAN	2555	6
WALBERG	3333	6
NELSON	1494	6
TIMOTHY WALZ	3336	6
DIAZ-BALART	129	6
KELLER	1396	6
EDWIN PERLMUTTER	3203	6
REGULA	423	6
BARRETT	1703	6
BEAUPREZ	1709	6
BURR	2314	6
CASEY	2895	6
BARCIA	16	6
LARGENT	298	6
LATHAM	299	6
MARY LANDRIEU	296	6
LANTOS	297	6
LAHOOD	294	6
DIANE WATSON	1662	6
KYL	291	6
ALLEN	1129	6
UDALL	1084	6
GOSS	199	6
BERKLEY	594	6
POLIS	3774	6
PORTMAN	4321	6
BIGGERT	598	6
GORDON	197	6
ACEVEDO-VILA	1123	6
BENJAMIN GILMAN	191	6
PAUL GILLMOR	190	6
HENRY GONZALEZ	193	6
AKIN	1127	6
KELLY	270	6
KEMPTHORNE	271	6
EDWARD KENNEDY	272	6
JOSEPH KENNEDY	273	6
PATRICK KENNEDY	274	6
BARBARA KENNELLY	275	6
KERREY	276	6
KERRY	277	6
CAROLYN KILPATRICK	279	6
LIPINSKI	313	6
BACHMANN	2820	6
FALLIN	2981	6
JAMES TRAFICANT	524	6
TURNER	525	6
ROBERT UNDERWOOD	527	6
DENT	2385	6
DEMINT	2384	6
ROBERT TORRICELLI	522	6
TOWNS	523	6
CHARLES SCHUMER	1015	6
KERNS	1401	6
UPTON	528	6
BARROW	2265	6
KAY HAGAN	3581	6
SANCHEZ	449	6
HART	1339	6
ROYCE	443	6
ROYBAL-ALLARD	442	6
ROUKEMA	441	6
STEVEN ROTHMAN	440	6
MARTIN SABO	447	6
KIRK	4193	6
RYUN	445	6
BOBBY RUSH	444	6
CRAMER	108	6
CRANE	109	6
COOKSEY	102	6
JERRY COSTELLO	103	6
ROSS	4357	6
WILLIAM COYNE	106	6
CRAIG	107	6
COVERDELL	104	6
COX	105	6
BLUMENAUER	38	6
BILIRAKIS	33	6
BRIAN BILBRAY	32	6
JOSEPH BIDEN	31	6
BERRY	30	6
TIPTON	4426	6
EMANUEL	1846	6
BINGAMAN	34	6
MICHAEL CAPUANO	641	6
LAMPSON	3096	6
ROS-LEHTINEN	438	6
ROHRABACHER	436	6
ROMERO-BARCELO	437	6
JAMES ROGAN	434	6
CIRO RODRIGUEZ	432	6
SHERMAN	2160	6
ROBERTS	430	6
JOHN SHIMKUS	2162	6
JOSEPH MCDADE	338	6
MCCRERY	337	6
MCCONNELL	336	6
ROBERT MATSUI	331	6
MASCARA	330	6
MCCAIN	332	6
GARDNER	4101	6
GIBSON	4105	6
SARBANES	3256	6
SPACE	3293	6
JOHN LARSON	854	6
REED	422	6
EVANS	156	6
ABERCROMBIE	0	6
CASSIDY	3458	6
DJOU	3514	6
LOFGREN	316	6
MARY KILROY	3637	6
WARNER	3892	6
TOOMEY	4428	6
CHU	3466	6
KAUFMAN	3632	6
MCINNIS	343	6
FRANK LOBIONDO	315	6
CONRAD	99	6
GARY CONDIT	98	6
ISAKSON	811	6
COATS	91	6
JAMES CLYBURN	90	6
COBURN	93	6
COBLE	92	6
COLLINS	95	6
COCHRAN	94	6
COMBEST	97	6
SUSAN COLLINS	96	6
LATOURETTE	1991	6
LATHAM	1990	6
FARENTHOLD	4079	6
ELLMERS	4072	6
BOOZMAN	3965	6
BLUNT	3960	6
ROYCE	2131	6
NANCY BOYDA	2860	6
BRALEY	2863	6
BROUN	2864	6
SIDNEY YATES	558	6
WYDEN	555	6
BOUCHER	48	6
ALBERT WYNN	556	6
WICKER	550	6
WOLF	553	6
WISE	552	6
HORN	238	6
HOSTETTLER	239	6
HOEKSTRA	234	6
HOLLINGS	236	6
HOOLEY	237	6
EARL HILLIARD	230	6
JORDAN	3069	6
HINOJOSA	232	6
HOBSON	233	6
SHELLEY CAPITO	1199	6
CLEAVER	2344	6
LYNN WESTMORELAND	3348	6
DIANE WATSON	2226	6
TANCREDO	1059	6
COBURN	2348	6
CANTOR	1197	6
WELCH	3345	6
ABRAHAM	1	6
BACA	1697	6
G BUTTERFIELD	1754	6
BURNS	1751	6
EDWARDS	146	6
VERNON EHLERS	147	6
DURBIN	144	6
DUNN	143	6
DOYLE	140	6
DREIER	141	6
EHRLICH	148	6
BOYD	50	6
YODER	4469	6
MCCLINTOCK	3702	6
WOODALL	4464	6
GINGREY	1884	6
WOMACK	4463	6
GERLACH	1880	6
PEARCE	2089	6
JOHN SWEENEY	1056	6
ROHRABACHER	2126	6
LOEBSACK	3117	6
OSE	944	6
PASTOR	2086	6
SHOWS	1028	6
DEMINT	689	6
WEBB	3343	6
SCHROCK	1577	6
SCHIFF	1576	6
NELSON	1495	6
SCHAEFER	458	6
HEINRICH	3592	6
MEEHAN	4262	6
POE	2654	6
JULIAN DIXON	133	6
DICKS	131	6
DICKEY	130	6
STEVENS	498	6
PETE DOMENICI	136	6
DOGGETT	135	6
DODD	134	6
STABENOW	494	6
STARK	495	6
STEARNS	496	6
CHARLES STENHOLM	497	6
SPECTER	491	6
FLOYD SPENCE	492	6
JOHN SPRATT	493	6
DOLE	1832	6
BECERRA	25	6
ROBERT BENNETT	26	6
BENTSEN	27	6
DOYLE	1837	6
BASS	22	6
HERBERT BATEMAN	23	6
SCHWEIKERT	4383	6
DREIER	1838	6
ROE	3796	6
HOWARD BERMAN	29	6
RICHARD POMBO	407	6
SHADEGG	2156	6
PICKERING	404	6
PETRI	403	6
EDWARDS	2403	6
ISSA	1377	6
ISRAEL	1376	6
DENISE MAJETTE	2014	6
NAPOLITANO	930	6
HIMES	3599	6
JOHN PORTER	409	6
POMEROY	408	6
SHAHEEN	3835	6
JOHN PETERSON	402	6
BARLETTA	3934	6
BARBER	3933	6
KEATING	4184	6
CRAWFORD	4038	6
GALLEGLY	183	6
GILLIBRAND	3560	6
GOODWIN	3565	6
HANABUSA	4131	6
HANNA	4132	6
ROSKAM	3240	6
HARTZLER	4136	6
ELEANOR NORTON	379	6
ANNE NORTHUP	378	6
RICHARD NEAL	373	6
NADLER	372	6
MARK NEUMANN	375	6
GEORGE NETHERCUTT	374	6
NICKLES	377	6
NEY	376	6
MCKINLEY	4259	6
EDWARDS	709	6
YVETTE CLARKE	2904	6
ROBERT TURNER	4432	6
PIERLUISI	4314	6
LEACH	1993	6
PARKER	393	6
PAPPAS	392	6
CLELAND	88	6
PACKARD	390	6
PAXON	397	6
PASTOR	395	6
PASCRELL	394	6
CHAMBLISS	82	6
CHENOWETH	83	6
PEASE	399	6
JOHN CHAFEE	81	6
WILLIAM CLAY	86	6
EVA CLAYTON	87	6
CHRISTENSEN	84	6
CHRISTIAN-CHRISTENSEN	85	6
HOLT	795	6
BECERRA	1710	6
BOOZMAN	1171	6
HOWARD BERMAN	1715	6
WENDELL FORD	172	6
GARRETT	1878	6
ROBERT ANDREWS	7	6
NYE	3749	6
BRIAN BILBRAY	2280	6
SANCHEZ	2140	6
BAYH	589	6
HUTCHINSON	245	6
HUTCHINSON	244	6
MCNERNEY	3151	6
STENY HOYER	241	6
HOUGHTON	240	6
HUNTER	243	6
HULSHOF	242	6
SKELTON	476	6
INGLIS	249	6
BEGICH	3391	6
MICHAEL BENNET	3392	6
BEAN	2271	6
MCCAUL	2579	6
DORIS MATSUI	2576	6
MARTINEZ	2574	6
MUSGRAVE	2056	6
JOHN LAFALCE	293	6
TIAHRT	519	6
THURMOND	518	6
