AMASH	3923	0
AYOTTE	3927	0
AMODEI	3924	0
JAMES JEFFORDS	1383	0
BOREN	2297	0
DONALD PAYNE	4307	0
TAUSCHER	507	0
SCALISE	3258	0
GARAMENDI	3556	0
FEINSTEIN	167	0
MARCIA FUDGE	3553	0
FRANKEN	3550	0
ISSA	1943	0
SALI	3252	0
HERRERA BEUTLER	4146	0
HECK	4141	0
HAYWORTH	4140	0
HELLER	4143	0
DAVID MCINTOSH	344	0
MCINTYRE	345	0
MCKEON	346	0
MCKINNEY	347	0
SPECTER	3853	0
JOHN MCHUGH	342	0
CARNEY	3998	0
JAY INSLEE	810	0
PENCE	1520	0
SEAN DUFFY	4065	0
MICHAEL MCNULTY	348	0
MEEHAN	349	0
CANSECO	3990	0
COOPER	1792	0
HILDA SOLIS	2175	0
COX	1796	0
LIEBERMAN	2555	0
WALBERG	3333	0
NELSON	1494	0
TIMOTHY WALZ	3336	0
DIAZ-BALART	129	0
KELLER	1396	0
EDWIN PERLMUTTER	3203	0
REGULA	423	0
BARRETT	1703	0
BEAUPREZ	1709	0
BURR	2314	0
TERRY	1065	0
CASEY	2895	0
BARCIA	16	0
LARGENT	298	0
LATHAM	299	0
MARY LANDRIEU	296	0
LANTOS	297	0
LAHOOD	294	0
DIANE WATSON	1662	0
KUCINICH	290	0
KYL	291	0
ALLEN	1129	0
UDALL	1084	0
GOSS	199	0
BERKLEY	594	0
POLIS	3774	0
PORTMAN	4321	0
BIGGERT	598	0
GORDON	197	0
ACEVEDO-VILA	1123	0
BENJAMIN GILMAN	191	0
PAUL GILLMOR	190	0
HENRY GONZALEZ	193	0
AKIN	1127	0
KELLY	270	0
KEMPTHORNE	271	0
BARBARA KENNELLY	275	0
KERREY	276	0
KERRY	277	0
CAROLYN KILPATRICK	279	0
LIPINSKI	313	0
BACHMANN	2820	0
FALLIN	2981	0
JAMES TRAFICANT	524	0
TURNER	525	0
ROBERT UNDERWOOD	527	0
DENT	2385	0
DEMINT	2384	0
ROBERT TORRICELLI	522	0
TOWNS	523	0
CHARLES SCHUMER	1015	0
KERNS	1401	0
UPTON	528	0
BARROW	2265	0
KAY HAGAN	3581	0
HART	1339	0
ROYCE	443	0
ROYBAL-ALLARD	442	0
ROUKEMA	441	0
STEVEN ROTHMAN	440	0
MARTIN SABO	447	0
