key,congress,number,bill_type,is_alive,current_status,title_without_number
111#house_bill=6063,111,6063,house_bill,False,referred,School Safety Enhancements Act of 2010
111#house_bill=3762,111,3762,house_bill,False,referred,Congressional Research Service Electronic Accessibility Act of 2009
111#house_joint_resolution=1,111,1,house_joint_resolution,False,referred,Proposing a balanced budget amendment to the Constitution of the United States.
110#house_bill=2619,110,2619,house_bill,False,referred,To direct the Secretary of Transportation to make a grant for the establishment and operation of an ethanol anti-idling power unit research program.
111#house_bill=4829,111,4829,house_bill,False,referred,Next Generation 9-1-1 Preservation Act of 2010
110#house_bill=1050,110,1050,house_bill,False,referred,Living Wage, Jobs For All Act
112#house_resolution=193,112,193,house_resolution,False,passed_simpleres,Calling for the safe and immediate return of Noor and Ramsay Bower to the United States.
110#house_resolution=603,110,603,house_resolution,False,referred,Expressing the sense of the House of Representatives on the announcement of the Government of the Russian Federation of its intention to suspend implementation of the Treaty on Conventional Armed Forces in Europe.
111#senate_bill=2097,111,2097,senate_bill,False,referred,Frank Buckles World War I Memorial Act
110#house_resolution=605,110,605,house_resolution,False,passed_simpleres,Supporting the goals and ideals of Gold Star Mothers Day.
108#house_bill=501,108,501,house_bill,False,referred,Nurse Loan Forgiveness Act of 2003
111#house_bill=1870,111,1870,house_bill,False,referred,To amend the Immigration and Nationality Act to provide for relief to surviving spouses and children.
108#house_bill=503,108,503,house_bill,False,referred,To amend the Internal Revenue Code of 1986 to allow a credit for the production of oil and gas from domestic marginal wells and to extend the credit for alternative fuels.
110#house_bill=1055,110,1055,house_bill,False,referred,Toxic Right-to-Know Protection Act
110#house_bill=6249,110,6249,house_bill,False,referred,H-HOMERUN Act of 2008
108#house_bill=4772,108,4772,house_bill,False,referred,Terrorism Risk Insurance Program Extension Act of 2004
108#house_bill=4774,108,4774,house_bill,False,referred,FAIR (Foreign Air Impact Regulation) AIR Act of 2004
107#house_bill=3175,107,3175,house_bill,False,referred,Late Fee Emergency Relief Act of 2001
110#house_bill=1329,110,1329,house_bill,False,referred,Guaranteed Access for SCHIP’s Target Population Act of 2007
107#house_bill=3178,107,3178,house_bill,False,pass_over_house,Water Infrastructure Security and Research Development Act
110#house_bill=1325,110,1325,house_bill,False,referred,Partnership for Iraq Reconstruction Act of 2007
110#house_bill=1322,110,1322,house_bill,False,referred,Emergency Retiree Health Benefits Protection Act of 2007
110#house_bill=1320,110,1320,house_bill,False,referred,Interference Protection for Existing Television Band Devices Act of 2007
111#house_bill=3589,111,3589,house_bill,False,referred,National Oilheat Research Alliance Reauthorization Act of 2009
108#house_bill=2632,108,2632,house_bill,False,referred,Safe Aviation and Flight Enhancement Act
108#house_bill=2631,108,2631,house_bill,False,pass_over_house,Prescription Drug Benefit bill
108#house_bill=2630,108,2630,house_bill,False,referred,CASE Act of 2003
108#house_bill=2989,108,2989,house_bill,False,pass_back_senate,Transportation, Treasury, and Independent Agencies Appropriations Act, 2004
110#house_bill=6248,110,6248,house_bill,False,referred,Credit Card Interchange Fees Act of 2008
111#house_bill=3585,111,3585,house_bill,False,pass_over_house,Solar Technology Roadmap Act
111#house_bill=3586,111,3586,house_bill,False,referred,S Corporation ESOP Promotion and Expansion Act of 2009
107#house_bill=2379,107,2379,house_bill,False,referred,Federal Employee Health Benefits Glaucoma Screening Act
111#house_bill=4959,111,4959,house_bill,False,referred,Global Conservation Act of 2010
107#house_bill=2375,107,2375,house_bill,False,referred,Working Lands Stewardship Act of 2001
109#house_bill=1688,109,1688,house_bill,False,referred,Sportsmanship in Hunting Act of 2005
109#house_bill=1689,109,1689,house_bill,False,referred,To modify the prohibition on recognition by United States courts of certain rights relating to certain marks, trade names, or commercial names.
106#house_bill=4807,106,4807,house_bill,False,pass_over_house,Ryan White CARE Act Amendments of 2000
109#house_resolution=487,109,487,house_resolution,False,passed_simpleres,Supporting the goals and ideals of Korean American Day.
111#house_resolution=953,111,953,house_resolution,False,referred,Expressing the sense of the House of Representatives that the Government of the People’s Republic of China has violated internationally recognized human rights and legal due process standards by carrying out executions after trials marred by procedural abuses and by carrying out arbitrary detentions targeting Uyghurs and other individuals in Xinjiang in the aftermath of a suppressed demonstration and ensuing mob violence on July 5 to 7, 2009.
111#house_resolution=950,111,950,house_resolution,False,referred,Expressing the sense of the House that any unobligated funds authorized for expenditure by the Troubled Asset Relief Program (TARP) should be used to create jobs for United States citizens.
111#house_resolution=958,111,958,house_resolution,False,referred,Congratulating the United States Men’s National Soccer Team for securing a berth at the 2010 FIFA World Cup in South Africa.
111#house_resolution=959,111,959,house_resolution,False,referred,Amending the Rules of the House of Representatives to prohibit the consideration of a regulation of individual activity disguised as a tax.
111#house_bill=4939,111,4939,house_bill,False,referred,Social Security and Medicare Protection Act
110#senate_bill=2641,110,2641,senate_bill,False,referred,Nursing Home Transparency and Improvement Act of 2008
109#house_bill=5269,109,5269,house_bill,False,referred,Genetically Engineered Food Right to Know Act
111#house_bill=1728,111,1728,house_bill,False,pass_over_house,Mortgage Reform and Anti-Predatory Lending Act
109#house_bill=5264,109,5264,house_bill,False,referred,Digital Television Consumer Education Act
109#house_bill=5265,109,5265,house_bill,False,referred,Community Hazard Assessment and Mitigation Program Act
111#house_bill=1725,111,1725,house_bill,False,referred,Voluntary State Discount Prescription Drug Plan Act of 2009
111#house_bill=1722,111,1722,house_bill,False,enacted_signed,Telework Enhancement Act of 2010
111#house_bill=1723,111,1723,house_bill,False,referred,Family Leave Insurance Act of 2009
111#house_bill=4936,111,4936,house_bill,False,referred,Faster Access and Shorter Transaction Time for Checks Act of 2010
111#house_bill=1721,111,1721,house_bill,False,referred,CLASS Act
112#house_bill=966,112,966,house_bill,False,reported,Lawsuit Abuse Reduction Act of 2011
111#house_resolution=1619,111,1619,house_resolution,False,referred,Honoring the bicentennial “call for independence” that led to the establishments of the independent sovereign nations of Argentina, Chile, Colombia, Mexico, and Venezuela.
111#senate_bill=3729,111,3729,senate_bill,False,enacted_signed,National Aeronautics and Space Administration Authorization Act of 2010
111#house_resolution=1615,111,1615,house_resolution,False,referred,Commemorating the 100th anniversary of the birth, and honoring the life and legacy, of Mother Teresa.
109#house_bill=1973,109,1973,house_bill,False,enacted_signed,Senator Paul Simon Water for the Poor Act of 2005
108#house_bill=3582,108,3582,house_bill,False,referred,Every Child is Created Equal Act of 2003
108#house_bill=3583,108,3583,house_bill,False,referred,To direct the Secretary of Homeland Security to establish an independent panel to assess the homeland security needs of the National Capital Region.
110#house_bill=6735,110,6735,house_bill,False,referred,BARREL Act
112#senate_bill=1457,112,1457,senate_bill,False,referred,Made In America Block Grant Program Act of 2011
111#house_bill=3326,111,3326,house_bill,False,enacted_signed,Department of Defense Appropriations Act, 2010
112#house_bill=3003,112,3003,house_bill,False,referred,To award a Congressional Gold Medal to Dr. Balazs “Ernie” Bodai in recognition of his many outstanding contributions to the Nation, including a tireless commitment to breast cancer research.
110#house_bill=293,110,293,house_bill,False,referred,Farmers Markets Infrastructure Assistance Act of 2007
112#house_bill=3001,112,3001,house_bill,False,enacted_signed,Raoul Wallenberg Centennial Celebration Act
110#house_bill=294,110,294,house_bill,False,referred,To prohibit the entry into any bilateral or regional trade agreement, and to prohibit negotiations to enter into any such agreement, for a period of 2 years.
110#house_bill=296,110,296,house_bill,False,referred,Urban Area Security Initiative Improvement Act of 2007
112#house_bill=3009,112,3009,house_bill,False,referred,National Wildlife Refuge Review Act of 2011
105#house_bill=600,105,600,house_bill,False,referred,American Political Reform Act
112#house_bill=968,112,968,house_bill,False,referred,Detainee Security Act of 2011
111#house_bill=4769,111,4769,house_bill,False,referred,Creating Jobs From Innovative Small Businesses Act of 2010
108#house_bill=1722,108,1722,house_bill,False,referred,Rural Rental Housing Act of 2003
111#house_bill=4768,111,4768,house_bill,False,referred,Bailouts Are Not For Sale Act
108#house_bill=4052,108,4052,house_bill,False,referred,Save Summer Act of 2004
108#house_bill=3762,108,3762,house_bill,False,referred,Corporate Subsidy Reform Commission Act of 2004
108#house_bill=3761,108,3761,house_bill,False,referred,Program Reform Commission Act of 2004
108#house_bill=3767,108,3767,house_bill,False,referred,Medicare Prescription Drug Savings and Choice Act of 2004
111#house_bill=4329,111,4329,house_bill,False,referred,James Monroe Commemorative Coin Act
112#house_bill=2207,112,2207,house_bill,False,referred,Grants for Renewable Energy Education for the Nation Act
112#house_bill=2204,112,2204,house_bill,False,referred,Employment Impact Act of 2011
112#house_bill=2200,112,2200,house_bill,False,referred,To limit assistance to Honduras unless the President certifies to Congress that the Government of Honduras has settled all outstanding expropriation claims brought by United States companies against the Government of Honduras.
112#house_bill=3266,112,3266,house_bill,False,referred,Lifespan Respite Care Reauthorization Act of 2011
109#house_bill=2835,109,2835,house_bill,False,referred,Teacher Excellence for All Children Act of 2005
109#house_bill=2830,109,2830,house_bill,False,pass_back_senate,Pension Security and Transparency Act of 2005
106#house_bill=2403,106,2403,house_bill,False,referred,Seniors’ Accelerated Payment Act of 1999
112#house_bill=3261,112,3261,house_bill,False,referred,Stop Online Piracy Act
110#house_bill=5513,110,5513,house_bill,False,referred,Stop Adolescent Smoking Without Excessive Bureaucracy Act of 2008
110#house_bill=5515,110,5515,house_bill,False,referred,New Employee Verification Act of 2008
110#house_bill=5516,110,5516,house_bill,False,referred,Officer Daniel Faulkner Children of Fallen Heroes Scholarship Act of 2008
112#house_bill=3269,112,3269,house_bill,False,referred,Diagnostic Imaging Services Access Protection Act of 2011
111#house_bill=1188,111,1188,house_bill,False,referred,Access to Emergency Medical Services Act of 2009
111#house_bill=1189,111,1189,house_bill,False,referred,Colorectal Cancer Prevention, Early Detection, and Treatment Act of 2009
111#house_bill=1180,111,1180,house_bill,False,referred,To amend the Emergency Economic Stabilization Act of 2008 to prohibit the Secretary of the Treasury from receiving common stock or certain other voting stock under the Troubled Asset Relief Program, and for other purposes.
111#house_bill=1185,111,1185,house_bill,False,referred,Primary Care Volunteer Incentive Act of 2009
109#house_bill=3306,109,3306,house_bill,False,referred,Fair Trade with China Act of 2005
109#house_bill=3300,109,3300,house_bill,False,referred,Endangered Species Improvements Act of 2005
111#house_bill=2573,111,2573,house_bill,False,referred,Atomic Veterans Relief Act
110#house_bill=38,110,38,house_bill,False,referred,Math & Science School Readiness Act of 2007
110#house_bill=39,110,39,house_bill,False,referred,Udall-Eisenhower Arctic Wilderness Act
110#house_bill=4935,110,4935,house_bill,False,referred,Medicare Wound Therapy Patient Protection Act of 2007
110#house_bill=4934,110,4934,house_bill,False,referred,Emergency Unemployment Compensation Act of 2008
106#house_bill=3573,106,3573,house_bill,False,referred,Keep Our Promise to America’s Military Retirees Act
110#house_bill=4936,110,4936,house_bill,False,referred,Antifreeze Bittering Act of 2007
110#house_bill=4930,110,4930,house_bill,False,referred,National Guardsmen and Reservists Parity for Patriots Act
110#house_bill=35,110,35,house_bill,False,referred,Science Accountability Act of 2007
111#house_bill=543,111,543,house_bill,False,referred,AMT Rate Reduction Act of 2009
111#house_bill=548,111,548,house_bill,False,pass_over_house,Civil War Battlefield Preservation Act of 2009
111#house_bill=3851,111,3851,house_bill,False,referred,Physical Activity Guidelines for Americans Act of 2009
111#senate_bill=10,111,10,senate_bill,False,reported,Fiscal Responsibility Act of 2009
111#house_bill=4759,111,4759,house_bill,False,referred,To provide for the withdrawal of the United States from the North American Free Trade Agreement.
111#house_bill=4755,111,4755,house_bill,False,referred,Great Lakes Ecosystem Protection Act of 2010
111#house_bill=4756,111,4756,house_bill,False,referred,PRIME Act of 2010
111#house_bill=4757,111,4757,house_bill,False,referred,Health Insurance Rate Authority Act of 2010
107#house_bill=1726,107,1726,house_bill,False,referred,To provide for adjustment of immigration status for certain aliens granted temporary protected status in the United States because of conditions in Montserrat.
108#house_concurrent_resolution=95,108,95,house_concurrent_resolution,False,passed_concurrentres,Establishing the congressional budget for the United States Government for fiscal year 2004 and setting forth appropriate budgetary levels for fiscal years 2003 and 2005 through 2013.
111#house_bill=4753,111,4753,house_bill,False,referred,Stationary Source Regulations Delay Act
111#house_resolution=49,111,49,house_resolution,False,passed_simpleres,Honoring Karen Bass for becoming the first African-American woman elected Speaker of the California State Assembly.
107#house_bill=761,107,761,house_bill,False,referred,Airline Merger Moratorium Act of 2001
111#house_resolution=44,111,44,house_resolution,False,referred,Condemning the People’s Republic of China for its socially unacceptable business practices, including the manufacturing and exportation of unsafe products, casual disregard for the environment, and exploitative employment practices.
111#house_resolution=42,111,42,house_resolution,False,referred,Calling on the President and the Secretary of State to withhold United States funding for and participation in the Durban Review Conference and its preparatory activities, and for other purposes.
111#house_bill=2754,111,2754,house_bill,False,referred,Nurse-Managed Health Clinic Investment Act of 2009
111#house_bill=2753,111,2753,house_bill,False,referred,To delay the implementation of new Medicare hospital geographic wage reclassification criteria until the Secretary of Health and Human Services issues a proposal to revise the hospital wage index classification system that addresses certain considerations.
111#house_bill=2751,111,2751,house_bill,False,enacted_signed,FDA Food Safety Modernization Act
112#senate_bill=1197,112,1197,senate_bill,False,referred,A bill to provide for a feasibility study before carrying out any Federal action relating to the Chicago Area Water System.
111#house_bill=2758,111,2758,house_bill,False,referred,Medicare Specialty Care Improvement and Protection Act of 2009
111#house_bill=2759,111,2759,house_bill,False,referred,Waiving the cost-share requirement under the Staffing for Adequate Fire and Emergency Response grant program for grants awarded during fiscal year 2008.
111#house_bill=1235,111,1235,house_bill,False,referred,To award a Congressional Gold Medal to Ray Charles in recognition of his many contributions to the Nation.
111#house_bill=1237,111,1237,house_bill,False,referred,Fairness in Nursing Home Arbitration Act of 2009
111#house_bill=4311,111,4311,house_bill,False,referred,Bonus Depreciation and Enhanced Expensing for Small Businesses Extension Act of 2009
112#house_bill=1513,112,1513,house_bill,False,referred,Great Ape Protection and Cost Savings Act of 2011
112#house_bill=1510,112,1510,house_bill,False,referred,TSA Screening of Minors Act of 2011
107#house_bill=506,107,506,house_bill,False,referred,Congress 2004 Commission Act
107#house_bill=503,107,503,house_bill,False,pass_over_house,Unborn Victims of Violence Act of 2001
112#house_bill=1515,112,1515,house_bill,False,referred,Safe Teen and Novice Driver Uniform Protection Act of 2011
112#house_bill=1280,112,1280,house_bill,False,reported,To amend the Atomic Energy Act of 1954 to require congressional approval of agreements for peaceful nuclear cooperation with foreign countries, and for other purposes.
108#senate_bill=2108,108,2108,senate_bill,False,referred,Menu Education and Labeling Act
107#house_bill=5608,107,5608,house_bill,False,referred,Comprehensive Wildlife Disease Testing Acceleration Act of 2002
109#senate_bill=1783,109,1783,senate_bill,False,pass_over_senate,Pension Security and Transparency Act of 2005
111#house_bill=4318,111,4318,house_bill,False,referred,21st Century Civilian Conservation Corps Act
107#house_bill=5605,107,5605,house_bill,False,reported,Departments of Veterans Affairs and Housing and Urban Development, and Independent Agencies Appropriations Act, 2003
109#house_bill=5468,109,5468,house_bill,False,referred,Responsible Bioterrorism Funding Act of 2006
111#house_bill=4945,111,4945,house_bill,False,referred,Census Oversight Efficiency and Management Reform Act of 2010
111#house_bill=5407,111,5407,house_bill,False,referred,Program Reform Commission Act
109#house_bill=2369,109,2369,house_bill,False,referred,Honor Our Fallen Prisoners of War Act
110#senate_bill=1609,110,1609,senate_bill,False,referred,National Offshore Aquaculture Act of 2007
109#house_resolution=108,109,108,house_resolution,False,passed_simpleres,Commemorating the life of the late Zurab Zhvania, Prime Minister of the Republic of Georgia.
109#house_bill=5466,109,5466,house_bill,False,enacted_signed,Captain John Smith Chesapeake National Historic Trail Designation Act
109#house_bill=5467,109,5467,house_bill,False,referred,Veterans Identity Security Act of 2006
109#house_bill=5722,109,5722,house_bill,False,referred,Elder Abuse Prevention Act of 2006
107#house_bill=1948,107,1948,house_bill,False,referred,Medical Laboratory Personnel Shortage Act of 2001
107#house_bill=1945,107,1945,house_bill,False,referred,Combined Heat and Power Advancement Act of 2001
107#house_bill=1942,107,1942,house_bill,False,referred,Fatal Grade Crossing Accident Investigations Act
107#house_bill=3763,107,3763,house_bill,False,enacted_signed,Sarbanes-Oxley Act of 2002
107#house_bill=3762,107,3762,house_bill,False,pass_over_house,Pension Security Act of 2002
111#house_bill=6275,111,6275,house_bill,False,referred,Air Cargo Security Act of 2010
111#house_bill=6438,111,6438,house_bill,False,referred,To provide for the adjustment of status for certain long-term conditional residents.
107#senate_bill=1499,107,1499,senate_bill,False,pass_over_senate,American Small Business Emergency Relief and Recovery Act
110#house_bill=6792,110,6792,house_bill,False,referred,Veterans Physical Therapy Services Improvement Act of 2008
109#house_bill=833,109,833,house_bill,False,referred,To amend the Truth in Lending Act to require a store in which a consumer may apply to open a credit or charge card account to display a sign, at each location where the application may be made, containing the same information required by such Act to be prominently placed in a tabular format on the application.
109#house_bill=832,109,832,house_bill,False,referred,Servicemembers’ Group Life Insurance bill
110#house_bill=6799,110,6799,house_bill,False,referred,Worker Savings Account Act of 2008
110#house_bill=6798,110,6798,house_bill,False,referred,To amend title 38, United States Code, to establish a presumption of service connection for certain cancers occurring in veterans who served in the Republic of Vietnam and were exposed to certain herbicide agents, and for other purposes.
109#house_bill=839,109,839,house_bill,False,referred,Restore Scientific Integrity to Federal Research and Policymaking Act
109#house_bill=838,109,838,house_bill,False,referred,Help Our Patriotic Employers at Helping Our Military Employees Act
111#house_resolution=1371,111,1371,house_resolution,False,referred,Condemning the selection of the Government of Iran to serve on the United Nations Commission on the Status of Women.
111#house_resolution=1420,111,1420,house_resolution,False,referred,Recognizing the Convention on International Trade in Endangered Species of Wild Fauna and Flora on its 35th anniversary.
109#house_bill=1760,109,1760,house_bill,False,enacted_signed,To designate the facility of the United States Postal Service located at 215 Martin Luther King, Jr. Boulevard in Madison, Wisconsin, as the “Robert M. La Follette, Sr. Post Office Building”.
111#house_resolution=1423,111,1423,house_resolution,False,referred,Observing the 15th anniversary of the Srebrenica genocide and expressing support for “Srebrenica Remembrance Day” in the United States.
110#house_bill=1514,110,1514,house_bill,False,referred,Savings for Working Families Act of 2007
111#house_resolution=1373,111,1373,house_resolution,False,passed_simpleres,Expressing support for designation of the week beginning May 2, 2010, as “National Physical Education and Sport Week”.
110#house_bill=1510,110,1510,house_bill,False,referred,Credit Card Repayment Act of 2007
110#house_bill=1512,110,1512,house_bill,False,pass_over_house,To amend the Immigration and Nationality Act to provide for compensation to States incarcerating undocumented aliens charged with a felony or two or more misdemeanors.
112#house_joint_resolution=73,112,73,house_joint_resolution,False,referred,Proposing a spending limit amendment to the Constitution of the United States.
110#house_bill=1518,110,1518,house_bill,False,referred,To allow employees of Federally-qualified health centers to obtain health coverage under chapter 89 of title 5, United States Code.
110#house_bill=1519,110,1519,house_bill,False,referred,American Homebuyers Protection Act
110#house_bill=101,110,101,house_bill,False,referred,Federal Election Integrity Act of 2007
110#house_bill=100,110,100,house_bill,False,referred,Veterans’ Equity in Education Act of 2007
111#house_bill=6183,111,6183,house_bill,False,referred,Federal Employees Responsible Investment Act
109#house_bill=1657,109,1657,house_bill,False,referred,Due Process and Economic Competitiveness Restoration Act
111#house_bill=6181,111,6181,house_bill,False,referred,American Infrastructure Investment Act of 2010
111#house_resolution=55,111,55,house_resolution,False,passed_simpleres,Expressing support for the designation of a National Prader-Willi Syndrome Awareness Month to raise awareness of and promote research into this challenging disorder.
112#house_bill=2940,112,2940,house_bill,False,pass_over_house,Access to Capital for Job Creators Act
112#house_bill=980,112,980,house_bill,False,referred,To amend the District of Columbia Home Rule Act to make local funds of the District of Columbia for a fiscal year available for use by the District at the beginning of the fiscal year at the rate of operations provided under the local budget act for the fiscal year if the regular District of Columbia appropriation bill for a fiscal year does not become law prior to the beginning of such fiscal year.
112#house_bill=987,112,987,house_bill,False,referred,To amend section 5542 of title 5, United States Code, to provide that any hours worked by Federal firefighters under a qualified trade-of-time arrangement shall be excluded for purposes of determinations relating to overtime pay.
111#house_bill=6189,111,6189,house_bill,False,referred,EEOICPA Amendment Act of 2010
110#house_bill=6424,110,6424,house_bill,False,referred,Property Mitigation Assistance Act of 2008
110#house_bill=6427,110,6427,house_bill,False,referred,Warm in Winter and Cool in Summer Act
106#house_bill=754,106,754,house_bill,False,pass_over_house,Made in America Information Act
108#house_bill=1534,108,1534,house_bill,False,referred,Child Protective Services Improvement Act
108#house_bill=1587,108,1587,house_bill,False,pass_over_house,Vietnam Human Rights Act of 2004
108#house_bill=1531,108,1531,house_bill,False,reported,Energy Tax Policy Act of 2003
111#house_bill=534,111,534,house_bill,False,referred,Responsible Government Empowerment Act of 2009
111#house_bill=952,111,952,house_bill,False,reported,COMBAT PTSD Act
108#house_bill=4343,108,4343,house_bill,False,referred,Secret Ballot Protection Act of 2004
107#house_bill=3544,107,3544,house_bill,False,referred,Spirit of the Nation Medal Act
108#house_bill=4347,108,4347,house_bill,False,referred,International Assistance to Missing and Exploited Children Act of 2004
108#house_bill=4346,108,4346,house_bill,False,referred,Healthy Troops Act
108#house_bill=4348,108,4348,house_bill,False,referred,Financial Services for All Act
106#house_bill=4652,106,4652,house_bill,False,referred,Quality Cheese Act of 2000
106#house_bill=4656,106,4656,house_bill,False,enacted_signed,To authorize the Forest Service to convey certain lands in the Lake Tahoe Basin to the Washoe County School District for use as an elementary school site.
112#house_bill=679,112,679,house_bill,False,referred,Berry Amendment Extension Act
112#house_bill=678,112,678,house_bill,False,referred,Repaying the American Taxpayer Act of 2011
106#house_concurrent_resolution=37,106,37,house_concurrent_resolution,False,pass_over_house,Concerning anti-Semitic statements made by members of the Duma of the Russian Federation.
112#house_bill=674,112,674,house_bill,False,enacted_signed,To amend the Internal Revenue Code of 1986 to repeal the imposition of 3 percent withholding on certain payments made to vendors by government entities, to modify the calculation of modified adjusted gross income for purposes of determining eligibility for certain healthcare-related programs, and for other purposes.
112#house_bill=677,112,677,house_bill,False,referred,Lifetime Income Disclosure Act
112#house_bill=676,112,676,house_bill,False,referred,Expanded & Improved Medicare For All Act
112#house_bill=673,112,673,house_bill,False,referred,Motorsports Fairness and Permanency Act of 2011
112#house_bill=672,112,672,house_bill,False,prov_kill_suspensionfailed,Election Support Consolidation and Efficiency Act
111#house_bill=3931,111,3931,house_bill,False,referred,To amend the Internal Revenue Code of 1986 to extend for 2 years the election to treat the cost of a qualified film or television production as an expense which is not chargeable to a capital account.
111#house_bill=3242,111,3242,house_bill,False,referred,Women’s Health Office Act of 2009
111#house_bill=3240,111,3240,house_bill,False,referred,International Child Abduction Prevention Act of 2009
111#house_bill=3246,111,3246,house_bill,False,pass_over_house,Advanced Vehicle Technology Act of 2009
111#house_bill=3937,111,3937,house_bill,False,referred,Simple Universal Healthcare Act of 2009
111#house_bill=3936,111,3936,house_bill,False,referred,Preserve Benefits and Jobs Act of 2009
111#house_bill=3939,111,3939,house_bill,False,referred,Truth in Trials Act
111#house_bill=3249,111,3249,house_bill,False,referred,Strengthen and Unite Communities with Civics Education and English Skills Act of 2009
111#house_bill=3248,111,3248,house_bill,False,referred,To amend the Internal Revenue Code of 1986 to exempt motor vehicle donations to certain charities from the limitations on such donations.
112#house_bill=514,112,514,house_bill,False,enacted_signed,FISA Sunsets Extension Act of 2011
107#house_bill=2630,107,2630,house_bill,False,referred,Family Care Act of 2001
111#house_bill=4236,111,4236,house_bill,False,referred,To amend the Internal Revenue Code of 1986 to provide a temporary exclusion of 100 percent of the gain on the sale or exchange of certain small business stock.
110#house_resolution=1328,110,1328,house_resolution,False,referred,Supporting the goals and ideals of National Pancreatic Cancer Awareness Month.
107#house_bill=2145,107,2145,house_bill,False,referred,College Fire Prevention Act
110#house_resolution=1326,110,1326,house_resolution,False,referred,Calling on the President to respect and honor Iraq’s sovereignty.
107#house_bill=2148,107,2148,house_bill,False,referred,To reestablish the Office of Technology Assessment.
108#house_bill=2455,108,2455,house_bill,False,referred,Universal Screening of Air Cargo Act
111#house_resolution=232,111,232,house_resolution,False,passed_simpleres,Recognizing and commending the Toys for Tots Literacy Program for its contributions in raising awareness of illiteracy, promoting children’s literacy, and fighting poverty through the support of literacy.
111#house_resolution=547,111,547,house_resolution,False,referred,Supporting the goals and ideals of “National Internet Safety Month”.
111#house_resolution=543,111,543,house_resolution,False,passed_simpleres,Expressing support for designation of June as “Home Safety Month”.
111#house_resolution=234,111,234,house_resolution,False,passed_simpleres,Expressing support for designation of a “Welcome Home Vietnam Veterans Day”.
109#house_bill=4303,109,4303,house_bill,False,referred,Securing Equity for the Economic Development of Low Income Areas Act of 2005
111#house_resolution=549,111,549,house_resolution,False,referred,Expressing support for all Iranian citizens who struggle for freedom, human rights, civil liberties, and the protection of the rule of law.
110#senate_bill=1858,110,1858,senate_bill,False,enacted_signed,Newborn Screening Saves Lives Act of 2007
110#house_bill=7219,110,7219,house_bill,False,referred,Protecting Hospital Outpatient and Community Clinic Services Act of 2008
111#house_bill=1069,111,1069,house_bill,False,referred,Guantanamo Bay Detention Facility Safe Closure Act of 2009
111#house_bill=1068,111,1068,house_bill,False,referred,Let Wall Street Pay for Wall Street’s Bailout Act of 2009
111#house_concurrent_resolution=58,111,58,house_concurrent_resolution,False,referred,Expressing the sense of Congress that any effort to reengineer the health care system in the United States should incorporate sustainable wellness programs that address the underlying causal factors associated with chronic disease.
109#house_bill=3824,109,3824,house_bill,False,pass_over_house,Threatened and Endangered Species Recovery Act of 2005
111#house_bill=4580,111,4580,house_bill,False,referred,Metropolitan Medical Response System Act of 2010
111#house_bill=4582,111,4582,house_bill,False,referred,First Look for Primary Residence Act of 2010
111#house_bill=1065,111,1065,house_bill,False,pass_over_house,White Mountain Apache Tribe Water Rights Quantification Act of 2010
108#house_bill=4776,108,4776,house_bill,False,referred,To amend the Safe and Drug-Free Schools and Communities Act to include bullying and harassment prevention programs.
111#house_bill=1067,111,1067,house_bill,False,referred,Notch Fairness Act of 2009
111#house_bill=1066,111,1066,house_bill,False,referred,Peace Corps Expansion Act of 2009
108#house_bill=3974,108,3974,house_bill,False,referred,Prohibit Predatory Lending Act
108#house_bill=3973,108,3973,house_bill,False,reported,Spending Control Act of 2004
108#house_bill=3978,108,3978,house_bill,False,referred,Designation of Foreign Terrorist Organizations Reform Act
111#house_bill=739,111,739,house_bill,False,referred,Security and Financial Empowerment (SAFE) Act
111#house_bill=5988,111,5988,house_bill,False,referred,Cost Recovery and Fair Value for Services Act of 2010
111#house_bill=731,111,731,house_bill,False,referred,Jenny’s Law
111#house_bill=730,111,730,house_bill,False,enacted_signed,Nuclear Forensics and Attribution Act
111#house_bill=5984,111,5984,house_bill,False,referred,CHEF Act
111#house_bill=734,111,734,house_bill,False,referred,Pedestrian Safety Enhancement Act of 2009
109#house_concurrent_resolution=376,109,376,house_concurrent_resolution,False,pass_over_house,Budget resolution FY2007
108#house_bill=2377,108,2377,house_bill,False,referred,FOCUS Act
111#house_bill=5185,111,5185,house_bill,False,referred,Fair Health Care for Military Families Act
108#house_bill=2372,108,2372,house_bill,False,referred,Low Income Housing Extension Act of 2003
109#house_resolution=297,109,297,house_resolution,False,referred,Supporting the goals and ideals of a National Medal of Honor Day to celebrate and honor the recipients of the Medal of Honor on the anniversary of the inception of that medal in 1863.
111#house_bill=2492,111,2492,house_bill,False,referred,To amend the Internal Revenue Code of 1986 to exclude from gross income discharges of student loans the repayment of which is income contingent or income based.
108#house_bill=2379,108,2379,house_bill,False,referred,Rural Veterans Access to Care Act of 2003
111#senate_bill=3065,111,3065,senate_bill,False,referred,Military Readiness Enhancement Act of 2010
110#house_bill=6513,110,6513,house_bill,False,pass_over_house,Securities Act of 2008
111#house_bill=406,111,406,house_bill,False,referred,Alice Paul Women’s Suffrage Congressional Gold Medal Act
112#senate_bill=968,112,968,senate_bill,False,reported,Preventing Real Online Threats to Economic Creativity and Theft of Intellectual Property Act of 2011
108#house_bill=361,108,361,house_bill,False,enacted_signed,Sports Agent Responsibility and Trust Act
108#house_bill=364,108,364,house_bill,False,referred,To amend title XIX of the Social Security Act to require criminal background checks on drivers providing Medicaid medical assistance transportation services.
